Load,Solar,Wind,,,,
27.68,4.18,4.85,,,,
27.33,2.55,4.44,,,,
26.99,0.99,4.24,,,,
26.99,0.05,4.31,,,,
29.69,0.00,4.63,,,,
30.31,0.00,5.14,,,,
29.89,0.00,5.61,,,,
29.13,0.00,5.91,,,,
28.72,0.00,6.30,,,,
27.54,0.00,6.70,,,,
26.50,0.00,7.01,,,,
25.74,0.00,7.20,,,,
25.40,0.00,7.24,,,,
25.40,0.00,7.27,,,,
25.40,0.00,7.22,,,,
24.15,0.73,7.16,,,,
24.77,2.51,7.13,,,,
25.67,4.26,7.15,,,,
25.81,5.62,7.14,,,,
25.60,6.53,6.99,,,,
28.20,7.01,6.75,,,,
26.99,7.08,6.54,,,,
26.92,6.69,6.47,,,,
27.54,5.87,6.45,,,,
27.54,4.65,6.42,,,,
27.11,3.08,6.49,,,,
27.85,1.31,6.49,,,,
27.20,0.06,6.48,,,,
29.13,0.00,6.55,,,,
30.66,0.00,6.61,,,,
30.31,0.00,6.65,,,,
29.13,0.00,6.59,,,,
28.16,0.00,6.50,,,,
27.54,0.00,6.41,,,,
26.30,0.00,6.30,,,,
25.33,0.00,6.29,,,,
25.26,0.00,6.39,,,,
25.33,0.00,6.64,,,,
25.12,0.00,6.79,,,,
24.91,0.83,6.79,,,,
25.88,2.51,6.65,,,,
28.86,4.17,6.52,,,,
31.14,5.49,6.41,,,,
30.52,6.38,6.30,,,,
31.14,6.75,6.14,,,,
32.45,6.69,5.95,,,,
32.87,6.23,5.75,,,,
33.98,5.42,5.61,,,,
32.94,4.22,5.55,,,,
32.00,2.73,5.58,,,,
30.05,1.10,5.64,,,,
28.58,0.04,5.74,,,,
30.31,0.00,5.77,,,,
31.56,0.00,5.78,,,,
30.86,0.00,6.01,,,,
29.62,0.00,6.31,,,,
28.93,0.00,6.48,,,,
26.57,0.00,6.51,,,,
25.60,0.00,6.39,,,,
24.91,0.00,6.21,,,,
24.91,0.00,5.99,,,,
24.64,0.00,5.85,,,,
24.91,0.00,5.79,,,,
24.98,0.26,5.87,,,,
26.30,0.98,5.90,,,,
28.72,2.05,5.92,,,,
32.30,2.92,5.79,,,,
32.96,3.44,5.71,,,,
33.15,3.80,5.54,,,,
33.16,3.87,5.25,,,,
33.48,3.91,4.98,,,,
32.86,3.58,4.78,,,,
33.44,2.91,4.64,,,,
33.20,1.85,4.51,,,,
30.38,0.73,4.36,,,,
29.13,0.02,4.25,,,,
30.38,0.00,4.34,,,,
32.32,0.00,4.52,,,,
31.49,0.00,4.62,,,,
30.45,0.00,4.67,,,,
28.99,0.00,4.87,,,,
27.75,0.00,5.21,,,,
26.78,0.00,5.52,,,,
25.74,0.00,5.69,,,,
25.26,0.00,5.82,,,,
26.23,0.00,6.01,,,,
25.26,0.00,5.93,,,,
24.91,0.60,5.81,,,,
25.60,1.96,5.73,,,,
28.99,3.46,5.74,,,,
30.06,4.80,5.65,,,,
27.55,5.89,5.56,,,,
29.91,6.47,5.37,,,,
30.46,6.67,5.07,,,,
30.64,6.39,4.89,,,,
30.67,5.41,4.84,,,,
31.61,4.09,4.85,,,,
31.24,2.55,4.83,,,,
29.16,1.00,4.91,,,,
28.30,0.04,5.04,,,,
31.28,0.00,5.15,,,,
32.11,0.00,5.27,,,,
31.42,0.00,5.39,,,,
28.51,0.00,5.45,,,,
28.30,0.00,5.56,,,,
26.92,0.00,5.65,,,,
25.88,0.00,5.64,,,,
25.53,0.00,5.51,,,,
25.12,0.00,5.37,,,,
25.33,0.00,5.20,,,,
24.98,0.00,4.98,,,,
24.29,0.76,4.73,,,,
26.71,2.42,4.41,,,,
29.06,4.15,4.08,,,,
31.59,5.44,3.83,,,,
32.82,6.57,3.53,,,,
33.74,7.00,3.34,,,,
33.38,7.13,3.26,,,,
33.80,6.82,3.21,,,,
33.49,6.00,3.23,,,,
33.74,4.77,3.35,,,,
33.22,3.14,3.52,,,,
30.93,1.31,3.64,,,,
28.65,0.05,3.72,,,,
31.07,0.00,3.80,,,,
32.25,0.00,3.86,,,,
31.90,0.00,3.87,,,,
30.38,0.00,3.87,,,,
28.10,0.00,3.66,,,,
26.30,0.00,3.34,,,,
26.16,0.00,3.04,,,,
25.60,0.00,2.76,,,,
25.26,0.00,2.45,,,,
24.91,0.00,2.21,,,,
24.57,0.00,2.07,,,,
24.57,0.80,1.98,,,,
25.09,2.59,1.85,,,,
28.01,4.40,1.82,,,,
30.36,5.90,1.94,,,,
32.89,6.81,2.18,,,,
33.00,7.26,2.47,,,,
25.09,7.24,2.75,,,,
27.64,6.72,3.06,,,,
27.64,5.84,3.41,,,,
26.43,4.54,3.79,,,,
25.92,3.00,4.16,,,,
26.68,1.26,4.39,,,,
26.71,0.05,4.55,,,,
29.55,0.00,4.82,,,,
31.42,0.00,5.17,,,,
30.59,0.00,5.38,,,,
29.83,0.00,5.42,,,,
28.23,0.00,5.34,,,,
27.40,0.00,5.30,,,,
22.97,0.00,5.26,,,,
21.94,0.00,5.24,,,,
22.84,0.00,5.22,,,,
22.84,0.00,5.25,,,,
22.84,0.00,5.46,,,,
22.35,0.80,5.76,,,,
23.48,2.49,5.99,,,,
25.11,4.25,6.19,,,,
28.34,5.66,6.32,,,,
28.23,6.73,6.30,,,,
28.04,7.28,5.92,,,,
28.55,7.34,5.34,,,,
26.83,6.95,4.87,,,,
28.39,6.12,4.54,,,,
28.23,4.79,4.28,,,,
28.81,3.07,4.16,,,,
30.93,1.22,4.21,,,,
26.57,0.05,4.40,,,,
29.76,0.00,4.70,,,,
30.03,0.00,5.11,,,,
29.96,0.00,5.42,,,,
29.13,0.00,5.48,,,,
27.89,0.00,5.39,,,,
26.64,0.00,5.29,,,,
25.60,0.00,4.99,,,,
25.95,0.00,4.67,,,,
25.67,0.00,4.49,,,,
25.26,0.00,4.38,,,,
25.26,0.00,4.45,,,,
24.08,0.40,4.78,,,,
24.57,1.26,5.24,,,,
25.96,2.12,5.77,,,,
25.78,3.00,6.14,,,,
26.39,3.71,6.21,,,,
26.61,4.12,6.11,,,,
26.77,4.26,5.92,,,,
27.13,4.10,5.74,,,,
27.50,3.68,5.73,,,,
27.38,2.90,5.79,,,,
27.14,1.82,5.85,,,,
27.43,0.69,5.72,,,,
27.61,0.02,5.45,,,,
30.72,0.00,5.34,,,,
31.35,0.00,5.44,,,,
31.21,0.00,5.62,,,,
30.45,0.00,5.75,,,,
28.93,0.00,5.83,,,,
29.06,0.00,5.84,,,,
28.03,0.00,5.76,,,,
27.33,0.00,5.56,,,,
27.06,0.00,5.34,,,,
27.26,0.00,5.22,,,,
27.26,0.00,5.07,,,,
27.26,0.51,4.98,,,,
27.54,1.62,4.90,,,,
29.20,3.02,4.83,,,,
30.66,4.38,4.83,,,,
30.59,5.33,4.81,,,,
32.14,5.63,4.68,,,,
31.56,5.61,4.42,,,,
31.97,5.23,4.22,,,,
31.91,4.45,4.12,,,,
31.75,3.35,4.17,,,,
30.86,2.06,4.32,,,,
29.20,0.81,4.55,,,,
28.10,0.03,4.89,,,,
30.79,0.00,5.28,,,,
31.07,0.00,5.63,,,,
30.17,0.00,5.88,,,,
29.41,0.00,6.05,,,,
28.03,0.00,6.17,,,,
27.20,0.00,6.19,,,,
25.26,0.00,6.06,,,,
25.05,0.00,5.95,,,,
24.43,0.00,5.85,,,,
24.43,0.00,5.74,,,,
24.50,0.00,5.59,,,,
23.25,0.81,5.41,,,,
25.33,2.42,5.21,,,,
29.47,4.00,4.95,,,,
32.39,5.53,4.66,,,,
31.97,6.59,4.37,,,,
32.80,7.07,4.05,,,,
32.66,7.15,3.71,,,,
32.87,6.75,3.45,,,,
33.22,5.83,3.28,,,,
33.42,4.55,3.13,,,,
31.28,2.94,3.05,,,,
30.72,1.16,3.02,,,,
29.06,0.05,3.00,,,,
32.18,0.00,3.03,,,,
32.59,0.00,3.06,,,,
32.18,0.00,3.08,,,,
31.14,0.00,3.10,,,,
29.96,0.00,3.17,,,,
28.58,0.00,3.38,,,,
28.03,0.00,3.67,,,,
27.20,0.00,3.88,,,,
24.91,0.00,3.92,,,,
24.57,0.00,3.80,,,,
25.33,0.00,3.74,,,,
25.47,0.83,3.73,,,,
26.92,2.61,3.62,,,,
29.41,4.36,3.44,,,,
32.52,5.71,3.24,,,,
33.42,6.63,3.04,,,,
33.63,7.09,2.87,,,,
33.40,7.16,2.71,,,,
34.25,6.79,2.57,,,,
34.67,5.96,2.42,,,,
33.67,4.69,2.35,,,,
32.79,3.10,2.41,,,,
30.14,1.30,2.55,,,,
30.05,0.05,2.77,,,,
32.18,0.00,3.18,,,,
33.01,0.00,3.65,,,,
32.80,0.00,4.08,,,,
31.62,0.00,4.39,,,,
29.96,0.00,4.53,,,,
29.06,0.00,4.65,,,,
27.68,0.00,4.70,,,,
26.92,0.00,4.69,,,,
26.64,0.00,4.61,,,,
26.57,0.00,4.49,,,,
26.43,0.00,4.47,,,,
25.47,0.84,4.60,,,,
26.37,2.62,4.74,,,,
27.61,4.35,4.90,,,,
29.37,5.81,4.95,,,,
30.84,6.70,4.87,,,,
31.12,7.08,4.62,,,,
31.39,7.14,4.21,,,,
30.96,6.38,3.79,,,,
31.29,5.70,3.44,,,,
31.30,4.65,3.25,,,,
30.90,3.12,3.27,,,,
30.59,1.34,3.50,,,,
29.76,0.05,3.84,,,,
32.25,0.00,4.11,,,,
33.22,0.00,4.24,,,,
32.18,0.00,4.24,,,,
31.49,0.00,4.13,,,,
30.10,0.00,4.03,,,,
28.86,0.00,3.98,,,,
27.68,0.00,4.04,,,,
27.33,0.00,4.11,,,,
26.30,0.00,4.03,,,,
26.23,0.00,3.82,,,,
26.09,0.00,3.56,,,,
24.91,0.81,3.42,,,,
25.57,2.51,3.34,,,,
25.85,4.22,3.32,,,,
26.99,5.52,3.36,,,,
26.50,6.42,3.45,,,,
27.13,6.88,3.51,,,,
28.10,6.82,3.53,,,,
29.41,6.36,3.47,,,,
27.75,5.71,3.52,,,,
28.58,4.47,3.73,,,,
27.75,2.78,4.06,,,,
29.20,1.14,4.30,,,,
29.06,0.04,4.69,,,,
31.35,0.00,5.31,,,,
32.18,0.00,5.79,,,,
31.97,0.00,5.81,,,,
30.79,0.00,5.28,,,,
29.06,0.00,4.79,,,,
27.47,0.00,4.46,,,,
26.99,0.00,4.17,,,,
26.57,0.00,3.93,,,,
26.57,0.00,3.82,,,,
25.88,0.00,3.85,,,,
25.88,0.00,3.93,,,,
25.88,0.69,3.97,,,,
26.50,2.22,3.92,,,,
29.76,3.86,3.83,,,,
32.52,5.23,3.78,,,,
33.29,6.22,3.79,,,,
34.95,6.82,3.75,,,,
33.84,6.91,3.65,,,,
34.46,6.56,3.60,,,,
34.12,5.75,3.56,,,,
34.05,4.51,3.52,,,,
33.44,2.88,3.50,,,,
31.51,1.18,3.52,,,,
30.66,0.04,3.48,,,,
32.87,0.00,3.44,,,,
33.42,0.00,3.36,,,,
32.87,0.00,3.31,,,,
31.35,0.00,3.19,,,,
30.24,0.00,3.07,,,,
28.86,0.00,3.03,,,,
27.82,0.00,2.99,,,,
27.68,0.00,2.95,,,,
26.78,0.00,2.87,,,,
26.50,0.00,2.94,,,,
26.64,0.00,3.22,,,,
26.64,0.64,3.55,,,,
27.96,2.09,3.60,,,,
30.42,3.90,3.44,,,,
32.50,5.35,3.18,,,,
34.15,6.38,2.74,,,,
34.81,6.91,2.40,,,,
34.39,7.00,2.13,,,,
35.15,6.69,1.99,,,,
35.02,5.90,2.09,,,,
34.39,4.67,2.45,,,,
33.80,3.08,2.88,,,,
30.89,1.29,3.25,,,,
30.60,0.05,3.52,,,,
32.87,0.00,3.72,,,,
32.94,0.00,3.75,,,,
32.87,0.00,3.55,,,,
31.21,0.00,3.12,,,,
27.82,0.00,2.75,,,,
28.86,0.00,2.50,,,,
28.03,0.00,2.19,,,,
26.99,0.00,1.85,,,,
25.95,0.00,1.47,,,,
26.30,0.00,1.07,,,,
26.30,0.00,0.81,,,,
25.95,0.79,0.76,,,,
27.36,2.60,0.87,,,,
29.94,4.39,1.10,,,,
32.37,5.84,1.34,,,,
33.22,6.80,1.59,,,,
32.59,7.30,1.87,,,,
33.22,7.38,2.06,,,,
34.70,6.99,2.15,,,,
34.67,6.17,2.18,,,,
34.67,4.91,2.24,,,,
33.63,3.22,2.34,,,,
31.20,1.32,2.39,,,,
30.59,0.04,2.48,,,,
32.66,0.00,2.70,,,,
33.49,0.00,3.02,,,,
32.73,0.00,3.39,,,,
31.35,0.00,3.65,,,,
30.10,0.00,3.80,,,,
28.93,0.00,3.82,,,,
27.89,0.00,3.68,,,,
27.47,0.00,3.41,,,,
24.57,0.00,3.10,,,,
25.60,0.00,2.89,,,,
25.53,0.00,2.90,,,,
27.82,0.79,3.03,,,,
27.26,2.59,3.08,,,,
29.17,4.24,3.04,,,,
31.33,5.60,2.87,,,,
32.87,6.53,2.60,,,,
32.25,6.99,2.36,,,,
33.63,7.02,2.20,,,,
33.96,6.59,2.17,,,,
35.43,5.75,2.25,,,,
34.67,4.46,2.46,,,,
32.55,2.89,2.76,,,,
31.22,1.14,3.03,,,,
30.31,0.04,3.21,,,,
33.22,0.00,3.34,,,,
33.35,0.00,3.51,,,,
32.94,0.00,3.68,,,,
31.14,0.00,3.80,,,,
30.31,0.00,3.92,,,,
28.99,0.00,4.13,,,,
28.10,0.00,4.51,,,,
27.20,0.00,4.92,,,,
26.71,0.00,5.24,,,,
26.71,0.00,5.27,,,,
26.71,0.00,5.19,,,,
26.43,0.56,5.13,,,,
27.84,1.86,5.14,,,,
30.32,3.28,5.27,,,,
33.35,4.47,5.56,,,,
34.67,5.28,5.80,,,,
35.02,5.56,5.62,,,,
35.36,5.42,5.28,,,,
35.43,4.75,5.11,,,,
35.15,3.66,5.05,,,,
34.39,2.43,5.00,,,,
33.01,1.37,4.91,,,,
31.49,0.52,4.86,,,,
30.45,0.01,4.88,,,,
32.59,0.00,5.00,,,,
32.87,0.00,5.11,,,,
31.90,0.00,5.18,,,,
31.14,0.00,5.08,,,,
30.10,0.00,4.75,,,,
28.79,0.00,4.31,,,,
28.03,0.00,3.87,,,,
27.47,0.00,3.57,,,,
27.26,0.00,3.48,,,,
26.64,0.00,3.59,,,,
26.78,0.00,3.77,,,,
25.95,0.54,4.06,,,,
26.93,1.78,4.37,,,,
30.59,3.24,4.59,,,,
33.09,4.54,4.77,,,,
33.48,5.66,4.92,,,,
34.39,6.27,4.98,,,,
34.38,6.31,4.82,,,,
34.50,6.12,4.54,,,,
33.42,5.46,4.21,,,,
34.11,4.35,3.94,,,,
34.46,2.81,3.77,,,,
32.89,1.11,3.58,,,,
29.89,0.03,3.38,,,,
32.87,0.00,3.24,,,,
33.56,0.00,3.07,,,,
33.22,0.00,2.87,,,,
32.18,0.00,2.67,,,,
30.45,0.00,2.58,,,,
29.41,0.00,2.50,,,,
28.86,0.00,2.52,,,,
28.03,0.00,2.61,,,,
27.68,0.00,2.74,,,,
27.40,0.00,2.99,,,,
27.26,0.00,3.25,,,,
26.50,0.66,3.30,,,,
27.47,2.34,3.37,,,,
30.79,3.99,3.50,,,,
33.68,5.43,3.58,,,,
34.02,6.41,3.59,,,,
35.13,7.00,3.43,,,,
34.60,7.11,3.15,,,,
33.86,6.77,2.92,,,,
34.72,5.95,2.82,,,,
34.64,4.71,2.88,,,,
32.72,3.07,3.04,,,,
31.26,1.25,3.38,,,,
29.55,0.04,3.90,,,,
30.66,0.00,4.43,,,,
31.62,0.00,4.82,,,,
31.49,0.00,5.08,,,,
30.93,0.00,5.20,,,,
30.10,0.00,5.16,,,,
29.06,0.00,4.97,,,,
27.89,0.00,4.72,,,,
27.33,0.00,4.40,,,,
26.99,0.00,4.18,,,,
25.95,0.00,4.07,,,,
25.60,0.00,3.94,,,,
24.70,0.80,3.81,,,,
25.53,2.62,3.62,,,,
26.78,4.39,3.40,,,,
29.27,5.77,3.11,,,,
28.44,6.75,2.75,,,,
29.13,7.25,2.49,,,,
29.20,7.31,2.28,,,,
30.72,6.95,2.04,,,,
31.21,6.12,1.87,,,,
30.17,4.85,1.81,,,,
30.10,3.17,1.88,,,,
29.02,1.29,1.97,,,,
28.48,0.04,2.17,,,,
30.79,0.00,2.51,,,,
31.83,0.00,2.88,,,,
31.14,0.00,3.19,,,,
30.66,0.00,3.36,,,,
30.10,0.00,3.36,,,,
29.41,0.00,3.27,,,,
27.89,0.00,3.16,,,,
27.54,0.00,3.08,,,,
26.85,0.00,3.02,,,,
26.37,0.00,3.03,,,,
25.67,0.00,3.19,,,,
24.43,0.80,3.45,,,,
25.05,2.63,3.68,,,,
26.57,4.38,3.89,,,,
27.13,5.76,3.96,,,,
27.68,6.73,3.86,,,,
27.54,7.20,3.69,,,,
27.47,7.24,3.55,,,,
27.29,6.86,3.45,,,,
28.39,6.08,3.36,,,,
28.65,4.78,3.34,,,,
28.23,3.15,3.44,,,,
28.36,1.26,3.49,,,,
28.44,0.04,3.55,,,,
30.86,0.00,3.74,,,,
32.04,0.00,4.02,,,,
31.49,0.00,4.33,,,,
30.86,0.00,4.49,,,,
29.83,0.00,4.47,,,,
28.44,0.00,4.30,,,,
28.23,0.00,3.98,,,,
27.54,0.00,3.69,,,,
26.64,0.00,3.53,,,,
26.43,0.00,3.56,,,,
26.50,0.00,3.70,,,,
26.16,0.77,3.86,,,,
27.40,2.54,3.79,,,,
29.83,4.27,3.47,,,,
33.08,5.64,3.01,,,,
33.01,6.57,2.51,,,,
34.05,6.99,2.08,,,,
33.77,6.94,1.80,,,,
34.12,6.42,1.57,,,,
34.60,5.41,1.40,,,,
33.98,4.27,1.27,,,,
33.84,2.77,1.15,,,,
31.65,1.13,1.10,,,,
29.78,0.03,1.16,,,,
32.18,0.00,1.32,,,,
33.22,0.00,1.53,,,,
32.32,0.00,1.80,,,,
31.49,0.00,2.08,,,,
29.89,0.00,2.29,,,,
29.06,0.00,2.52,,,,
28.23,0.00,2.77,,,,
27.26,0.00,3.00,,,,
27.20,0.00,3.21,,,,
26.64,0.00,3.31,,,,
26.64,0.00,3.49,,,,
26.16,0.46,3.78,,,,
27.68,1.56,3.94,,,,
31.00,2.75,4.03,,,,
34.53,3.84,4.08,,,,
33.91,4.68,4.06,,,,
35.02,5.30,3.94,,,,
34.88,5.46,3.80,,,,
34.25,5.29,3.69,,,,
35.08,4.62,3.63,,,,
35.03,3.60,3.57,,,,
34.88,2.23,3.46,,,,
31.62,0.71,3.30,,,,
30.31,0.01,3.16,,,,
33.15,0.00,3.24,,,,
33.42,0.00,3.39,,,,
32.87,0.00,3.58,,,,
31.83,0.00,3.75,,,,
30.59,0.00,3.95,,,,
29.62,0.00,4.14,,,,
28.79,0.00,4.19,,,,
27.89,0.00,4.11,,,,
27.33,0.00,3.98,,,,
27.26,0.00,3.82,,,,
27.26,0.00,3.64,,,,
26.09,0.36,3.48,,,,
28.03,1.47,3.28,,,,
30.51,2.86,2.99,,,,
33.01,4.19,2.57,,,,
35.02,5.17,2.05,,,,
35.56,5.74,1.58,,,,
35.71,5.77,1.21,,,,
35.71,5.39,0.97,,,,
35.43,4.46,0.84,,,,
35.75,3.36,0.84,,,,
34.74,1.97,0.96,,,,
32.80,0.73,1.13,,,,
31.07,0.01,1.28,,,,
33.77,0.00,1.45,,,,
34.81,0.00,1.62,,,,
34.32,0.00,1.80,,,,
33.22,0.00,1.88,,,,
31.00,0.00,1.90,,,,
29.20,0.00,1.87,,,,
28.23,0.00,1.79,,,,
28.10,0.00,1.67,,,,
27.20,0.00,1.55,,,,
27.13,0.00,1.46,,,,
27.26,0.00,1.35,,,,
26.02,0.43,1.30,,,,
27.20,1.55,1.27,,,,
30.23,2.58,1.27,,,,
33.22,3.38,1.28,,,,
34.12,3.84,1.22,,,,
34.74,4.15,1.14,,,,
34.95,4.58,1.10,,,,
35.22,4.83,1.17,,,,
34.88,4.10,1.35,,,,
34.39,2.72,1.61,,,,
33.56,1.41,1.93,,,,
31.42,0.48,2.17,,,,
29.76,0.00,2.35,,,,
32.04,0.00,2.50,,,,
33.63,0.00,2.69,,,,
32.94,0.00,3.01,,,,
31.49,0.00,3.26,,,,
31.07,0.00,3.42,,,,
29.96,0.00,3.58,,,,
28.99,0.00,3.87,,,,
27.89,0.00,4.32,,,,
27.33,0.00,4.82,,,,
27.20,0.00,5.37,,,,
27.20,0.00,5.95,,,,
26.23,0.48,6.40,,,,
28.07,1.95,6.70,,,,
31.07,3.73,6.90,,,,
34.81,5.21,7.04,,,,
35.29,5.88,7.07,,,,
36.40,6.20,6.87,,,,
35.26,6.06,6.49,,,,
35.98,5.71,6.11,,,,
34.12,5.24,5.76,,,,
35.50,4.32,5.54,,,,
34.05,2.88,5.43,,,,
32.87,1.14,5.39,,,,
31.49,0.03,5.51,,,,
34.32,0.00,5.93,,,,
34.67,0.00,6.38,,,,
33.91,0.00,6.70,,,,
32.87,0.00,6.96,,,,
31.69,0.00,7.03,,,,
30.31,0.00,6.99,,,,
29.62,0.00,6.88,,,,
28.44,0.00,6.77,,,,
28.23,0.00,6.57,,,,
27.82,0.00,6.13,,,,
27.54,0.00,5.61,,,,
26.50,0.70,5.30,,,,
26.71,2.29,5.30,,,,
24.70,3.73,5.63,,,,
26.43,4.74,5.93,,,,
27.47,5.74,6.21,,,,
27.96,6.09,6.30,,,,
29.48,6.24,6.28,,,,
29.96,5.95,6.30,,,,
29.41,5.08,6.32,,,,
29.13,3.77,6.41,,,,
28.86,2.34,6.62,,,,
28.23,0.81,6.83,,,,
27.96,0.01,6.99,,,,
30.93,0.00,7.18,,,,
29.55,0.00,7.33,,,,
29.89,0.00,7.48,,,,
29.62,0.00,7.62,,,,
29.20,0.00,7.53,,,,
26.78,0.00,7.24,,,,
26.16,0.00,7.00,,,,
25.40,0.00,6.82,,,,
25.47,0.00,6.77,,,,
25.26,0.00,6.74,,,,
25.12,0.00,6.84,,,,
24.36,0.17,7.08,,,,
24.86,0.65,7.26,,,,
25.59,1.21,7.29,,,,
25.81,1.97,7.24,,,,
26.85,2.63,7.44,,,,
25.81,3.32,7.73,,,,
27.68,4.09,7.87,,,,
27.40,4.08,7.69,,,,
26.75,3.48,7.12,,,,
27.69,2.57,6.20,,,,
27.20,1.53,5.50,,,,
27.75,0.55,5.08,,,,
28.03,0.00,4.92,,,,
31.00,0.00,4.89,,,,
31.28,0.00,4.92,,,,
30.59,0.00,4.94,,,,
30.24,0.00,4.94,,,,
29.06,0.00,5.16,,,,
28.30,0.00,5.69,,,,
27.68,0.00,6.28,,,,
27.61,0.00,6.82,,,,
27.40,0.00,7.27,,,,
26.85,0.00,7.45,,,,
26.30,0.00,7.39,,,,
25.67,0.39,7.25,,,,
25.03,1.58,7.08,,,,
25.84,3.22,6.83,,,,
26.92,4.84,6.53,,,,
21.66,6.05,6.12,,,,
26.99,6.62,5.62,,,,
27.75,6.71,5.21,,,,
28.93,6.12,4.94,,,,
29.06,4.99,4.77,,,,
29.06,3.75,4.54,,,,
28.51,2.37,4.31,,,,
27.89,0.96,4.08,,,,
27.89,0.02,3.85,,,,
30.45,0.00,3.82,,,,
31.07,0.00,3.93,,,,
30.86,0.00,3.94,,,,
30.31,0.00,3.71,,,,
29.62,0.00,3.35,,,,
28.93,0.00,3.03,,,,
28.30,0.00,2.80,,,,
26.85,0.00,2.67,,,,
26.16,0.00,2.49,,,,
26.16,0.00,2.22,,,,
25.81,0.00,2.02,,,,
24.43,0.72,1.88,,,,
25.60,2.58,1.69,,,,
26.37,4.36,1.53,,,,
26.64,5.76,1.42,,,,
28.30,6.75,1.26,,,,
28.86,7.21,1.03,,,,
28.93,7.20,0.84,,,,
29.06,6.73,0.73,,,,
29.20,5.88,0.76,,,,
28.93,4.64,0.97,,,,
28.79,2.97,1.41,,,,
27.20,1.16,1.90,,,,
27.68,0.02,2.34,,,,
30.93,0.00,2.78,,,,
30.79,0.00,3.17,,,,
30.59,0.00,3.38,,,,
30.10,0.00,3.38,,,,
29.89,0.00,3.42,,,,
31.00,0.00,3.51,,,,
28.58,0.00,3.54,,,,
28.10,0.00,3.58,,,,
27.68,0.00,3.61,,,,
27.96,0.00,3.60,,,,
27.26,0.00,3.56,,,,
26.16,0.72,3.55,,,,
27.82,2.48,3.60,,,,
30.72,4.29,3.76,,,,
35.15,5.70,3.93,,,,
35.02,6.65,3.97,,,,
35.85,7.12,3.79,,,,
35.29,7.16,3.48,,,,
35.36,6.79,3.18,,,,
35.71,5.99,2.96,,,,
36.19,4.70,2.87,,,,
35.15,2.99,2.87,,,,
32.59,1.17,2.93,,,,
31.07,0.02,3.00,,,,
33.56,0.00,3.13,,,,
34.05,0.00,3.34,,,,
34.05,0.00,3.54,,,,
32.87,0.00,3.75,,,,
31.56,0.00,3.75,,,,
29.96,0.00,3.75,,,,
29.34,0.00,3.68,,,,
28.44,0.00,3.63,,,,
27.89,0.00,3.63,,,,
28.44,0.00,3.76,,,,
28.93,0.00,3.97,,,,
25.53,0.50,4.25,,,,
25.81,1.66,4.62,,,,
26.16,2.69,4.99,,,,
27.48,2.92,5.22,,,,
33.65,3.34,5.24,,,,
31.56,3.61,5.47,,,,
31.21,3.62,5.87,,,,
30.79,3.44,6.21,,,,
28.23,2.69,6.34,,,,
30.77,1.84,6.45,,,,
28.10,1.09,6.55,,,,
26.99,0.37,6.60,,,,
27.68,0.00,6.50,,,,
29.89,0.00,6.37,,,,
30.24,0.00,6.24,,,,
30.10,0.00,6.19,,,,
29.41,0.00,6.07,,,,
28.16,0.00,5.98,,,,
26.85,0.00,5.83,,,,
26.09,0.00,5.52,,,,
26.50,0.00,5.27,,,,
25.95,0.00,5.15,,,,
25.19,0.00,5.16,,,,
24.77,0.00,5.42,,,,
24.77,0.36,5.80,,,,
26.50,1.36,6.06,,,,
28.99,2.54,6.13,,,,
33.08,3.68,5.96,,,,
30.59,4.74,5.71,,,,
30.82,5.42,5.28,,,,
31.79,5.85,4.88,,,,
30.91,5.64,4.61,,,,
30.26,4.83,4.38,,,,
30.72,3.55,4.18,,,,
30.17,2.21,4.01,,,,
28.72,0.89,3.67,,,,
29.48,0.01,3.26,,,,
31.90,0.00,3.05,,,,
31.97,0.00,2.82,,,,
31.14,0.00,2.67,,,,
30.24,0.00,2.41,,,,
29.27,0.00,2.19,,,,
27.89,0.00,2.00,,,,
26.57,0.00,1.80,,,,
25.19,0.00,1.61,,,,
25.53,0.00,1.42,,,,
25.81,0.00,1.23,,,,
25.26,0.00,1.14,,,,
23.87,0.66,1.13,,,,
24.84,2.29,1.13,,,,
25.96,3.92,1.23,,,,
28.10,5.26,1.46,,,,
27.85,6.25,1.74,,,,
28.93,6.75,1.96,,,,
28.66,6.80,1.99,,,,
29.61,6.43,1.80,,,,
29.09,5.65,1.42,,,,
28.47,4.44,1.00,,,,
28.50,2.85,0.64,,,,
27.96,1.11,0.45,,,,
27.75,0.02,0.47,,,,
28.44,0.00,0.69,,,,
31.56,0.00,1.01,,,,
30.31,0.00,1.37,,,,
30.59,0.00,1.60,,,,
29.62,0.00,1.54,,,,
28.86,0.00,1.30,,,,
27.47,0.00,1.07,,,,
26.78,0.00,0.90,,,,
25.67,0.00,0.76,,,,
25.47,0.00,0.67,,,,
24.77,0.00,0.66,,,,
23.74,0.58,0.71,,,,
23.97,2.03,0.82,,,,
25.19,3.48,1.06,,,,
26.30,4.69,1.41,,,,
26.41,5.57,1.78,,,,
26.56,6.00,2.08,,,,
25.74,6.12,2.32,,,,
27.07,5.80,2.49,,,,
28.79,5.16,2.60,,,,
27.91,4.04,2.72,,,,
27.72,2.62,2.78,,,,
27.54,1.03,2.76,,,,
27.96,0.02,2.62,,,,
30.59,0.00,2.45,,,,
31.14,0.00,2.26,,,,
31.28,0.00,2.10,,,,
30.45,0.00,1.92,,,,
30.03,0.00,1.76,,,,
28.93,0.00,1.62,,,,
